sub,electrode,values
IR16,RAM5-RAM6,0
IR16,RAM6-RAM7,0
IR16,RHH4-RHH5,0
IR16,RHH5-RHH6,0
IR16,RHH6-RHH7,0
IR16,RTH1-RTH2,0
IR16,RTH2-RTH3,0
IR16,RTH5-RTH6,0
IR16,RTH6-RTH7,0
IR16,RTH7-RTH8,0
IR16,RTH8-RTH9,0
IR26,RAM2-RAM3,0
IR26,RAM3-RAM4,0
IR26,RAM4-RAM5,0
IR26,RAM5-RAM6,0
IR26,RAM6-RAM7,0
IR26,RHP4-RHP5,0
IR26,RHP5-RHP6,0
IR26,RHP6-RHP7,0
IR26,ROF1-ROF2,0
IR26,ROF2-ROF3,0
IR26,ROF3-ROF4,0
IR26,ROF4-ROF5,4
IR26,ROF5-ROF6,4
IR26,ROF6-ROF7,4
IR26,RPC1-RPC2,0
IR26,RPC2-RPC3,0
IR26,RPC3-RPC4,0
IR26,RPC4-RPC5,0
IR26,RPC5-RPC6,0
IR26,LAM1-LAM2,0
IR26,LAM2-LAM3,0
IR26,LAM3-LAM4,0
IR26,LAM4-LAM5,0
IR26,LAM5-LAM6,0
IR26,LAM6-LAM7,0
IR26,LHP1-LHP2,0
IR26,LHP2-LHP3,0
IR26,LHP3-LHP4,0
IR26,LHP4-LHP5,0
IR26,LHP5-LHP6,0
IR26,LHP6-LHP7,0
IR26,LHP7-LHP8,0
IR26,LHP8-LHP9,0
IR26,LHP9-LHP10,0
IR26,LHP10-LHP11,0
IR26,LHP11-LHP12,0
IR26,LHP12-LHP13,0
IR26,LHP13-LHP14,0
IR26,LHP14-LHP15,0
IR26,LHP15-LHP16,0
IR26,LOF1-LOF2,0
IR26,LOF2-LOF3,0
IR26,LOF3-LOF4,0
IR26,LOF4-LOF5,0
IR26,LOF8-LOF9,0
IR26,LOF9-LOF10,0
IR26,LOF10-LOF11,0
IR26,LOF11-LOF12,0
IR26,LOF12-LOF13,0
IR26,LOF13-LOF14,0
IR26,LOF14-LOF15,0
IR26,LOF15-LOF16,0
IR26,LPC1-LPC2,0
IR26,LPC2-LPC3,0
IR26,LPC3-LPC4,0
IR26,LPC4-LPC5,0
IR28,RAM1-RAM2,0
IR28,RAM2-RAM3,0
IR28,RAM3-RAM4,0
IR28,RAM4-RAM5,0
IR28,RAM5-RAM6,0
IR28,RAM6-RAM7,0
IR28,RHH3-RHH4,0
IR28,RHH4-RHH5,0
IR28,RHH5-RHH6,0
IR28,RHH6-RHH7,0
IR28,RTH3-RTH4,0
IR28,RTH4-RTH5,0
IR28,RTH5-RTH6,0
IR28,RTH6-RTH7,0
IR28,RTH7-RTH8,0
IR28,ROF1-ROF2,0
IR28,ROF2-ROF3,0
IR28,ROF3-ROF4,0
IR28,ROF4-ROF5,0
IR28,ROF5-ROF6,0
IR28,ROF6-ROF7,0
IR28,ROF7-ROF8,0
IR28,RCI1-RCI2,0
IR28,RCI2-RCI3,0
IR28,RCI3-RCI4,0
IR28,RCI4-RCI5,0
IR28,RCI5-RCI6,0
IR28,RCI6-RCI7,0
IR28,RCI7-RCI8,0
IR28,LAM1-LAM2,0
IR28,LAM2-LAM3,0
IR28,LAM3-LAM4,0
IR28,LAM4-LAM5,0
IR28,LAM5-LAM6,0
IR28,LAM6-LAM7,0
IR28,LAM7-LAM8,0
IR28,LHH3-LHH4,0
IR28,LHH4-LHH5,0
IR28,LHH5-LHH6,0
IR28,LHH6-LHH7,0
IR28,LHH7-LHH8,0
IR28,LHH8-LHH9,0
IR28,LTH1-LTH2,0
IR28,LTH2-LTH3,0
IR28,LTH3-LTH4,0
IR28,LTH4-LTH5,0
IR28,LTH5-LTH6,0
IR28,LTH6-LTH7,0
IR28,LTH7-LTH8,0
IR28,LTH8-LTH9,0
IR28,LOF1-LOF2,5
IR28,LOF2-LOF3,5
IR28,LOF3-LOF4,0
IR28,LOF4-LOF5,0
IR28,LOF5-LOF6,0
IR28,LOF6-LOF7,0
IR28,LOF7-LOF8,0
IR28,LOF8-LOF9,0
IR28,LCI1-LCI2,0
IR28,LCI2-LCI3,0
IR28,LCI3-LCI4,0
IR28,LCI4-LCI5,0
IR28,LCI5-LCI6,0
IR28,LCI6-LCI7,0
IR28,LCI7-LCI8,0
IR35,RAM1-RAM2,0
IR35,RAM2-RAM3,0
IR35,RAM3-RAM4,0
IR35,RAM4-RAM5,0
IR35,RAM5-RAM6,0
IR35,RAM6-RAM7,0
IR35,RAM7-RAM8,0
IR35,RHH4-RHH5,0
IR35,RHH5-RHH6,0
IR35,RHH6-RHH7,0
IR35,RHH7-RHH8,0
IR35,RHH8-RHH9,0
IR35,RTH1-RTH2,0
IR35,RTH4-RTH5,0
IR35,RTH5-RTH6,0
IR35,RTH6-RTH7,0
IR35,RTH7-RTH8,0
IR35,ROF1-ROF2,0
IR35,ROF2-ROF3,0
IR35,ROF3-ROF4,0
IR35,ROF4-ROF5,0
IR35,ROF5-ROF6,6
IR35,ROF6-ROF7,6
IR35,RIN1-RIN2,0
IR35,RIN2-RIN3,0
IR35,RIN3-RIN4,0
IR35,RIN4-RIN5,0
IR35,RIN5-RIN6,6
IR35,RIN6-RIN7,6
IR35,RIN7-RIN8,6
IR35,RIN8-RIN9,6
IR35,RIN9-RIN10,6
IR35,LAM1-LAM2,0
IR35,LAM2-LAM3,0
IR35,LAM3-LAM4,0
IR35,LAM4-LAM5,0
IR35,LAM5-LAM6,0
IR35,LAM6-LAM7,0
IR35,LAM7-LAM8,0
IR35,LHH5-LHH6,0
IR35,LHH6-LHH7,0
IR35,LHH7-LHH8,0
IR35,LTH1-LTH2,0
IR35,LTH5-LTH6,0
IR35,LTH6-LTH7,0
IR35,LTH7-LTH8,0
IR35,LTH8-LTH9,0
IR35,LOF1-LOF2,0
IR35,LOF2-LOF3,0
IR35,LOF3-LOF4,0
IR35,LOF4-LOF5,6
IR35,LOF5-LOF6,6
IR35,LOF6-LOF7,6
IR35,LOF7-LOF8,6
IR35,LOF8-LOF9,0
IR35,LOF9-LOF10,0
IR35,LIN1-LIN2,0
IR35,LIN2-LIN3,0
IR35,LIN3-LIN4,0
IR35,LIN4-LIN5,0
IR35,LIN5-LIN6,6
IR35,LIN6-LIN7,6
IR35,LIN7-LIN8,6
IR35,LIN8-LIN9,6
IR35,LIN9-LIN10,6
IR35,LAC1-LAC2,0
IR35,LAC2-LAC3,0
IR35,LAC3-LAC4,0
IR35,LAC4-LAC5,0
IR35,LAC5-LAC6,0
IR35,LAC6-LAC7,6
IR35,LAC7-LAC8,6
IR35,LAC8-LAC9,6
IR35,LAC9-LAC10,6
IR35,LAC10-LAC11,6
IR35,LPC1-LPC2,0
IR35,LPC2-LPC3,0
IR35,LPC3-LPC4,0
IR35,LPC4-LPC5,0
IR35,LPC5-LPC6,6
IR35,LPC6-LPC7,6
IR35,LPC7-LPC8,6
IR35,LPC8-LPC9,6
IR57,RSM1-RSM2,0
IR57,RSM2-RSM3,0
IR57,RSM3-RSM4,7
IR57,RSM4-RSM5,7
IR57,RSM5-RSM6,7
IR57,RSM6-RSM7,7
IR57,RSM7-RSM8,7
IR57,RAC1-RAC2,0
IR57,RAC2-RAC3,0
IR57,RAC3-RAC4,0
IR57,RAC4-RAC5,0
IR57,RAC5-RAC6,0
IR57,RAC6-RAC7,0
IR57,RAC7-RAC8,7
IR57,RAC8-RAC9,7
IR57,ROF1-ROF2,0
IR57,ROF2-ROF3,0
IR57,ROF3-ROF4,0
IR57,ROF4-ROF5,0
IR57,ROF5-ROF6,0
IR57,ROF6-ROF7,0
IR57,ROF7-ROF8,7
IR57,ROF8-ROF9,7
IR57,ROF9-ROF10,7
IR57,RIN1-RIN2,0
IR57,RIN2-RIN3,0
IR57,RIN3-RIN4,0
IR57,RIN4-RIN5,0
IR57,RIN5-RIN6,0
IR57,RIN6-RIN7,0
IR57,RIN7-RIN8,7
IR57,RIN8-RIN9,7
IR57,RIN9-RIN10,7
IR57,RTI1-RTI2,0
IR57,RTI2-RTI3,0
IR57,RTI3-RTI4,0
IR57,RTI4-RTI5,0
IR57,RTI5-RTI6,0
IR57,RTI6-RTI7,0
IR57,RTI7-RTI8,7
IR57,RTI8-RTI9,7
IR57,RTI9-RTI10,7
IR57,RAM3-RAM4,0
IR57,RAM4-RAM5,0
IR57,RAM5-RAM6,0
IR57,RAM6-RAM7,0
IR57,RAM7-RAM8,0
IR57,RAM8-RAM9,0
IR57,RHH7-RHH8,0
IR57,RHH8-RHH9,0
IR57,RHH9-RHH10,0
IR57,RTH4-RTH5,0
IR57,RTH5-RTH6,0
IR57,RTH6-RTH7,0
IR57,RTH7-RTH8,0
IR57,LSMA1-LSMA2,0
IR57,LSMA2-LSMA3,0
IR57,LSMA3-LSMA4,0
IR57,LSMA4-LSMA5,0
IR57,LSMA5-LSMA6,0
IR57,LSMA6-LSMA7,0
IR57,LSMA7-LSMA8,0
IR57,LSMA8-LSMA9,0
IR57,LSMA9-LSMA10,0
IR57,LAC1-LAC2,0
IR57,LAC2-LAC3,0
IR57,LAC3-LAC4,0
IR57,LAC4-LAC5,0
IR57,LAC5-LAC6,0
IR57,LAC6-LAC7,0
IR57,LAC7-LAC8,0
IR57,LAC8-LAC9,7
IR57,LAC9-LAC10,7
IR57,LOF2-LOF3,0
IR57,LOF3-LOF4,0
IR57,LOF4-LOF5,0
IR57,LOF5-LOF6,0
IR57,LOF6-LOF7,0
IR57,LOF7-LOF8,0
IR57,LOF8-LOF9,0
IR57,LIN1-LIN2,0
IR57,LIN2-LIN3,0
IR57,LIN3-LIN4,0
IR57,LIN4-LIN5,0
IR57,LIN5-LIN6,0
IR57,LIN6-LIN7,7
IR57,LIN7-LIN8,7
IR57,LIN8-LIN9,7
IR57,LIN9-LIN10,7
IR57,LTI1-LTI2,0
IR57,LTI2-LTI3,0
IR57,LTI3-LTI4,0
IR57,LTI4-LTI5,0
IR57,LTI5-LTI6,0
IR57,LTI6-LTI7,0
IR57,LTI7-LTI8,0
IR57,LTI8-LTI9,0
IR57,LTI9-LTI10,0
IR57,LAM4-LAM5,0
IR57,LAM5-LAM6,0
IR57,LAM8-LAM9,0
IR57,LHH4-LHH5,0
IR57,LHH5-LHH6,0
IR57,LHH6-LHH7,0
IR57,LHH7-LHH8,0
IR57,LHH8-LHH9,0
IR57,LHH9-LHH10,0
IR57,LTH4-LTH5,0
IR57,LTH5-LTH6,0
IR57,LTH6-LTH7,0
IR57,LTH7-LTH8,0
IR57,LTH8-LTH9,0
IR57,LTH9-LTH10,0
CP34,G1,0
CP34,G2,0
CP34,G3,0
CP34,G4,0
CP34,G5,0
CP34,G6,0
CP34,G7,0
CP34,G8,0
CP34,G9,0
CP34,G10,0
CP34,G13,0
CP34,G14,0
CP34,G15,0
CP34,G16,0
CP34,G17,0
CP34,G18,0
CP34,G19,0
CP34,G20,0
CP34,G21,0
CP34,G22,0
CP34,G23,0
CP34,G11,0
CP34,G12,0
CP34,G24,0
CP34,G25,0
CP34,G26,0
CP34,G27,0
CP34,G28,0
CP34,G29,0
CP34,G30,0
CP34,G31,0
CP34,G32,0
CP34,G33,0
CP34,G34,0
CP34,G35,0
CP34,G36,0
CP34,G37,0
CP34,G38,0
CP34,G39,0
CP34,G40,0
CP34,G41,0
CP34,G42,0
CP34,G43,0
CP34,G44,0
CP34,G46,0
CP34,G47,0
CP34,G48,0
CP34,G49,0
CP34,G50,0
CP34,G51,0
CP34,G52,0
CP34,G53,0
CP34,G55,0
CP34,G56,0
CP34,G57,0
CP34,G58,0
CP34,G62,0
CP34,G63,0
CP34,G64,0
CP34,RFP1-RFP2,0
CP34,RFP2-RFP3,0
CP34,RFP3-RFP4,0
CP34,RIHA2-RIHA3,8
CP34,RIHA3-RIHA4,8
CP34,RHPA2-RHPA3,8
CP34,RHPA3-RHPA4,8
CP34,RIHP1-RIHP2,0
CP34,RIHP2-RIHP3,0
CP34,RIHP3-RIHP4,0
CP34,RIHP4-RIHP5,0
CP34,RIHP5-RIHP6,8
CP34,RIHP6-RIHP7,8
CP34,RIHP7-RIHP8,8
CP34,LLF1-LLF2,0
CP34,LLF2-LLF3,0
CP34,LLF3-LLF4,0
CP34,LIH1-LIH2,0
CP34,LIH2-LIH3,8
CP34,LIH3-LIH4,8
